SSP,MODEL,VARIABLE,UNIT,REGION,Region,Year,GDPP,Growth_rate
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2010,2134.946388,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2015,2607.204635,0.221203797
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2020,3214.637045,0.232982253
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2025,4090.071498,0.272327619
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2030,5359.450795,0.310356261
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2035,7040.063087,0.3135792
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2040,9211.549785,0.308447051
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2045,11953.3851,0.297651903
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2050,15338.28099,0.28317467
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2055,19432.70715,0.266941658
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2060,24284.57356,0.24967527
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2065,29865.16097,0.229799687
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2070,36096.67864,0.208655084
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2075,42896.89342,0.188388933
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2080,50234.43439,0.171050638
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2085,58010.97374,0.154804955
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2090,66126.79777,0.139901531
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2095,74500.0943,0.12662486
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Nigeria,2100,82974.73887,0.113753474
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2010,3596.136588,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2015,4017.281056,0.117110254
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2020,4676.153818,0.164009626
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2025,5684.269852,0.215586585
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2030,7048.797181,0.240053228
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2035,8799.992609,0.248438902
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2040,10944.86778,0.24373602
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2045,13516.14779,0.234930203
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2050,16536.60736,0.223470446
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2055,20040.34401,0.211877598
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2060,24057.18094,0.200437524
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2065,28566.49546,0.187441518
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2070,33484.2454,0.172150971
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2075,38746.39448,0.157152984
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2080,44403.59943,0.146005971
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2085,50426.2559,0.13563442
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2090,56810.79806,0.126611466
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2095,63544.55902,0.118529596
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,Rest of Africa,2100,70536.74961,0.110036024
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2010,9470.064289,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2015,10883.65766,0.14926967
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2020,12991.74854,0.193693237
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2025,15555.64832,0.197348323
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2030,18588.93229,0.194995664
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2035,22055.64579,0.186493417
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2040,25763.09453,0.168095225
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2045,29548.17014,0.146918516
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2050,33277.39272,0.126208241
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2055,37008.31544,0.112115836
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2060,40826.90507,0.103181936
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2065,44584.54681,0.092038369
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2070,48175.18898,0.080535576
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2075,51695.88718,0.07308115
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2080,55209.65829,0.067970032
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2085,58684.58013,0.06294047
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2090,62176.63598,0.05950551
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2095,65706.73623,0.05677535
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Africa,South Africa,2100,69243.02017,0.053819199
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2010,6800.200521,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2015,10181.83815,0.497284987
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2020,14986.0777,0.47184403
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2025,21060.54095,0.405340435
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2030,28166.32735,0.337398095
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2035,35687.28811,0.267019575
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2040,42977.8026,0.204288834
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2045,49869.94036,0.160365057
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2050,55892.59111,0.120767154
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2055,60903.16465,0.089646471
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2060,65467.09212,0.074937444
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2065,69633.15426,0.063635974
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2070,73404.47114,0.054159788
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2075,76659.00798,0.044337038
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2080,79968.02065,0.043165347
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2085,83222.62905,0.040698874
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2090,86598.40396,0.040563185
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2095,90237.19625,0.042019161
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,China,2100,94195.20524,0.043862278
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2010,2983.063255,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2015,3835.803987,0.285860761
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2020,5078.991199,0.324100818
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2025,6801.151833,0.339075334
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2030,9107.747069,0.339147735
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2035,12065.28397,0.324727606
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2040,15580.62133,0.291359687
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2045,19535.25987,0.253817768
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2050,23798.24874,0.218220229
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2055,28354.16178,0.191439004
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2060,33173.02505,0.169952591
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2065,38194.10841,0.151360431
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2070,43300.28613,0.133690193
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2075,48438.30366,0.118660129
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2080,53744.27499,0.109540816
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2085,59229.15192,0.102055092
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2090,64866.37989,0.095176578
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2095,70652.43738,0.089199636
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,India,2100,76505.40181,0.082841649
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2010,3876.522148,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2015,5038.994816,0.299875152
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2020,6759.164906,0.341371673
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2025,9271.36019,0.371672436
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2030,12635.65343,0.362869436
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2035,16962.73106,0.34244985
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2040,22045.38965,0.299636809
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2045,27593.85086,0.251683517
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2050,33521.44234,0.214815667
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2055,39819.09812,0.187869475
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2060,46419.64715,0.165763398
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2065,53196.45604,0.145990099
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2070,59928.19887,0.126544949
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2075,66622.15903,0.111699672
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2080,73371.56144,0.101308671
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2085,80171.47106,0.092677728
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2090,87043.74366,0.085719677
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2095,94007.62164,0.080004348
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Indonesia,2100,101005.1812,0.074436087
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2010,30815.74781,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2015,32693.98171,0.060950456
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2020,34681.6828,0.060797156
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2025,37520.40784,0.081850845
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2030,41045.49909,0.093951304
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2035,44874.84152,0.093295063
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2040,48641.91813,0.083946293
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2045,52621.93033,0.081822682
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2050,56606.72607,0.075725001
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2055,60776.46072,0.07366147
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2060,65268.78949,0.073915603
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2065,70030.14041,0.072949889
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2070,75037.30615,0.071500153
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2075,80153.24941,0.068178664
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2080,85364.71216,0.065018733
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2085,90940.11326,0.065312715
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2090,96830.44253,0.064771519
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2095,102971.1946,0.063417578
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Japan,2100,109313.2004,0.061590096
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2010,13213.89301,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2015,15481.36474,0.171597555
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2020,18292.53312,0.181584016
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2025,21854.78257,0.194737898
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2030,26217.49606,0.199622827
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2035,31222.5551,0.190905303
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2040,36413.25302,0.166248339
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2045,41466.16689,0.138765791
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2050,46549.61912,0.122592769
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2055,51859.47176,0.114068659
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2060,57293.88463,0.104791134
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2065,62640.38258,0.093317079
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2070,67818.26376,0.082660434
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2075,72968.49007,0.075941583
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2080,78176.38859,0.071371883
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2085,83453.15517,0.067498214
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2090,88969.39961,0.066099891
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2095,94789.02263,0.065411513
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Malaysia,2100,100792.8752,0.063339112
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2010,1441.923622,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2015,1869.692979,0.296665752
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2020,2484.225787,0.328681134
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2025,3287.760102,0.323454623
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2030,4350.989514,0.323390205
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2035,5702.145287,0.310539882
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2040,7307.895833,0.281604636
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2045,9162.495104,0.253780201
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2050,11216.14457,0.224136487
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2055,13451.34843,0.199284509
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2060,15855.76191,0.178748881
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2065,18389.90331,0.159824637
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2070,21040.43195,0.144129558
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2075,23764.4457,0.129465676
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2080,26637.37845,0.120892058
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2085,29654.46694,0.113265219
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2090,32836.15076,0.107291891
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2095,36177.1376,0.101747213
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Myanmar,2100,39613.90945,0.094998446
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2010,16380.56116,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2015,18751.49459,0.144740672
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2020,21459.18389,0.144398586
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2025,24336.42806,0.13407985
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2030,27596.57054,0.133961421
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2035,31142.07134,0.128476138
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2040,34764.61649,0.116323192
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2045,38271.39996,0.100872204
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2050,41656.50507,0.088449994
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2055,45156.90349,0.084030055
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2060,48940.63889,0.083790852
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2065,52974.25638,0.08241857
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2070,57071.12003,0.077336879
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2075,61118.02585,0.070909872
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2080,65324.34373,0.068822869
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2085,69711.46753,0.067159095
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2090,74406.04571,0.067342983
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2095,79414.72135,0.067315439
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Rest of Asia,2100,84619.3895,0.065537825
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2010,7672.885688,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2015,9156.720309,0.193386775
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2020,11542.63012,0.260563797
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2025,14812.40031,0.283277741
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2030,19017.40187,0.283883872
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2035,24004.80518,0.262254715
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2040,29500.3512,0.228935248
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2045,35319.68342,0.19726315
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2050,41293.95939,0.169148627
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2055,47414.11001,0.148209344
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2060,53625.83878,0.131010131
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2065,59859.50855,0.116243772
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2070,66002.40274,0.102621861
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2075,72095.35701,0.092314128
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2080,78255.98151,0.085451058
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2085,84440.22922,0.079025879
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2090,90665.46074,0.073723527
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2095,96988.90143,0.069744759
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Thailand,2100,103330.4394,0.065384161
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2010,12541.6198,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2015,14868.02875,0.185495094
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2020,17543.19169,0.179927211
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2025,20599.30245,0.174204946
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2030,24134.26098,0.17160574
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2035,28052.88742,0.162367782
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2040,32236.60829,0.149136907
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2045,36501.46035,0.132298411
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2050,40734.91816,0.115980505
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2055,45034.71156,0.105555469
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2060,49377.60335,0.09643432
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2065,53764.00063,0.088833742
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2070,58116.54494,0.080956481
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2075,62360.99314,0.073033388
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2080,66710.04767,0.069739982
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2085,71222.7707,0.067646827
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2090,75902.15657,0.0657007
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2095,80754.87529,0.063933871
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Turkey,2100,85896.79999,0.063673242
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2010,2844.933681,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2015,3619.577173,0.27228877
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2020,4924.884933,0.360624376
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2025,6562.006809,0.3324183
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2030,8677.287109,0.322352652
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2035,11275.38835,0.299414
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2040,14297.73135,0.268047796
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2045,17686.6919,0.237027852
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2050,21293.17308,0.203909312
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2055,25066.05366,0.177187334
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2060,29023.88429,0.157896041
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2065,33336.56619,0.14859079
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2070,37737.24213,0.132007475
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2075,42059.20669,0.114527833
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2080,46415.65277,0.103578893
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2085,50924.12649,0.097132615
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2090,55832.3702,0.096383464
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2095,61122.2626,0.094745976
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2100,66740.25714,0.091914047
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2010,35366.04613,0
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2015,38629.31939,0.092271363
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2020,41590.05829,0.076644863
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2025,44435.704,0.068421297
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2030,47583.95273,0.07084953
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2035,51114.83323,0.074203178
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2040,54893.73645,0.073929679
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2045,58641.08242,0.068265456
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2050,62054.86875,0.058214927
SSP1,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2055,65418.74796,0.054208143
