SSP,MODEL,VARIABLE,UNIT,REGION,Region,Year,GDPP,Growth_rate
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2055,17761.60409,0.156915289
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2060,20431.32812,0.150308723
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2065,23512.75915,0.150818929
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2070,26865.12686,0.142576534
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2075,30403.98814,0.131726952
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2080,34157.6436,0.123459312
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2085,38150.86022,0.116905506
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2090,42423.06652,0.111981913
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2095,46962.5827,0.107005847
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Asia,Viet Nam,2100,51709.71521,0.101083293
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2010,35366.04613,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2015,38629.3263,0.092271558
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2020,41519.82272,0.074826477
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2025,44130.03397,0.062866628
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2030,46813.69889,0.060812664
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2035,49830.5847,0.064444508
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2040,53359.27836,0.070813812
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2045,57154.55105,0.071126762
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2050,60918.90346,0.065862689
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2055,64853.46643,0.064586897
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2060,69101.17624,0.065497036
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2065,73833.51702,0.068484229
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2070,78842.46482,0.067841111
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2075,84071.98387,0.066328711
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2080,89461.25771,0.064103089
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2085,95001.49203,0.061928867
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2090,100762.0125,0.060636106
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2095,106904.2986,0.060958351
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Austria,2100,113596.9502,0.062604139
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2010,12367.46152,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2015,15416.79376,0.246560883
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2020,19013.78157,0.233316205
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2025,22633.47163,0.190371917
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2030,26299.51348,0.16197435
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2035,30022.76048,0.141570946
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2040,33609.0505,0.119452374
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2045,36903.0455,0.098009166
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2050,39922.39359,0.081818399
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2055,43105.23147,0.079725627
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2060,46889.92607,0.087801282
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2065,51127.09586,0.090364181
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2070,55408.36379,0.083737749
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2075,59474.98699,0.073393671
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2080,63430.86761,0.06651335
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2085,67535.13088,0.064704511
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2090,71895.04508,0.064557722
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2095,76495.42712,0.06398747
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belarus,2100,81188.10571,0.061345871
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2010,33389.07733,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2015,35066.16453,0.050228618
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2020,37106.72129,0.058191615
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2025,39633.89185,0.068105466
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2030,42709.76744,0.077607205
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2035,46297.47576,0.084002057
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2040,50169.35664,0.083630496
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2045,54103.48099,0.078416879
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2050,58045.81134,0.072866483
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2055,62162.40443,0.070919727
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2060,66550.43603,0.070589799
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2065,71193.28087,0.069764304
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2070,75902.50253,0.066146996
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2075,80657.72447,0.06264908
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2080,85544.07774,0.060581343
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2085,90616.6695,0.059297989
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2090,95958.17732,0.058946194
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2095,101640.5471,0.05921715
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Belgium,2100,107786.4621,0.060467158
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2010,16592.60033,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2015,20766.37906,0.251544584
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2020,24637.91014,0.18643265
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2025,28499.44371,0.156731377
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2030,32754.19666,0.149292491
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2035,37457.66705,0.143599015
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2040,42299.53665,0.129262444
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2045,47051.30432,0.112336164
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2050,51484.57139,0.09422198
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2055,55625.61727,0.080432754
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2060,60469.35975,0.08707755
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2065,65974.01645,0.091032164
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2070,71659.30495,0.086174661
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2075,77127.39464,0.076306764
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2080,82593.847,0.070875626
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2085,88164.72205,0.067449032
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2090,94090.07688,0.067207775
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2095,100575.377,0.068926505
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Estonia,2100,107515.4525,0.069003723
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2010,31702.96766,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2015,34640.02658,0.092643028
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2020,37047.98121,0.069513648
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2025,39236.71883,0.059078459
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2030,41628.34277,0.060953719
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2035,44446.93185,0.067708414
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2040,47694.19453,0.073059321
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2045,50989.2879,0.069087934
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2050,54349.92716,0.065908731
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2055,57829.14621,0.064015156
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2060,61481.52421,0.063158083
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2065,65573.46598,0.066555633
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2070,69980.4937,0.067207485
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2075,74579.10609,0.065712774
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2080,79394.02993,0.064561297
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2085,84398.19998,0.063029551
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2090,89650.48266,0.062232165
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2095,95280.40058,0.062798523
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Finland,2100,101439.7984,0.064644961
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2010,30607.94831,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2015,31627.74835,0.033318145
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2020,33535.5405,0.060320201
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2025,35600.36185,0.061571137
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2030,37949.50306,0.065986442
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2035,40568.06088,0.06900111
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2040,43431.83619,0.070591871
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2045,46472.3668,0.070006955
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2050,49538.14333,0.065969881
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2055,52734.66276,0.064526428
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2060,56197.29764,0.065661459
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2065,59855.00081,0.065086816
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2070,63587.29658,0.062355621
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2075,67387.10666,0.059757377
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2080,71351.35658,0.058828018
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2085,75526.67183,0.058517672
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2090,80054.28898,0.059947261
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2095,84922.07183,0.060806022
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,France,2100,90096.66876,0.060933475
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2010,33137.8782,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2015,36346.14812,0.096815792
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2020,38764.19408,0.066528259
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2025,40864.6196,0.054184682
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2030,42869.76339,0.049067967
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2035,45338.69503,0.057591445
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2040,48618.00904,0.072329255
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2045,52111.71865,0.071860401
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2050,55638.40214,0.06767544
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2055,59340.93009,0.066546267
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2060,63533.31371,0.070649105
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2065,68011.18698,0.070480713
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2070,72765.33131,0.069902387
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2075,77693.01799,0.067720253
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2080,82814.30476,0.06591695
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2085,88104.94227,0.063885551
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2090,93585.12958,0.06220068
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2095,99331.70908,0.061404836
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Germany,2100,105612.9556,0.06323506
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2010,12873.10285,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2015,16220.10248,0.259999448
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2020,19521.76752,0.203553895
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2025,22674.35839,0.161491057
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2030,25968.90007,0.145298122
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2035,29076.32129,0.119659331
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2040,32049.60033,0.102257745
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2045,34947.06786,0.090405731
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2050,37634.86396,0.076910489
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2055,40251.25094,0.069520299
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2060,43389.49482,0.077966369
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2065,47004.22338,0.083308842
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2070,50694.92687,0.078518551
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2075,54360.24249,0.072301428
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2080,58320.37315,0.072849761
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2085,62344.3226,0.06899732
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2090,66439.29916,0.065683231
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2095,70682.27851,0.063862494
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Latvia,2100,75095.72907,0.062440694
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2010,46743.76705,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2015,49956.41952,0.068729002
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2020,53255.98348,0.066048848
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2025,54686.82709,0.026867284
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2030,56294.14486,0.029391315
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2035,57951.39426,0.029439108
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2040,59540.61733,0.027423379
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2045,61259.67873,0.028872079
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2050,63631.95007,0.038724841
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2055,66636.51861,0.047217923
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2060,70066.97112,0.051480068
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2065,74086.80752,0.057371345
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2070,78664.18012,0.061783909
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2075,83543.74066,0.062030273
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2080,88762.99175,0.062473275
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2085,94216.50317,0.061439022
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2090,99910.99183,0.060440459
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2095,105955.4284,0.060498214
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Norway,2100,112539.5873,0.062140836
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2010,17255.37181,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2015,19985.51811,0.158220079
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2020,23370.44874,0.169369171
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2025,26601.4279,0.138250625
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2030,29798.62552,0.120188948
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2035,33163.87594,0.112933075
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2040,36492.35428,0.100364576
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2045,39517.90153,0.082909073
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2050,42268.83083,0.069612231
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2055,45058.92717,0.066008363
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2060,48181.47529,0.069299211
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2065,51864.57751,0.076442288
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2070,55979.29579,0.07933581
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2075,60183.08646,0.075095455
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2080,64370.78335,0.069582621
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2085,68556.37863,0.065023215
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2090,72831.45823,0.062358597
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2095,77392.92233,0.06263041
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Poland,2100,82377.45545,0.064405542
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2010,21601.27813,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2015,21268.95513,-0.015384414
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2020,23137.69858,0.087862494
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2025,25091.09297,0.084424749
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2030,27184.73123,0.083441493
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2035,29354.45693,0.079814131
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2040,31613.86929,0.076969994
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2045,34098.95194,0.078607355
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2050,36953.94474,0.083726702
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2055,40289.84591,0.090271856
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2060,44056.58664,0.093491068
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2065,48164.36812,0.093238759
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2070,52496.76686,0.089950287
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2075,57102.497,0.087733596
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2080,61979.94407,0.085415653
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2085,67120.44139,0.082938076
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2090,72529.1566,0.080582235
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2095,78184.69098,0.077976012
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Portugal,2100,84126.30555,0.075994603
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2010,22332.88438,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2015,23544.30845,0.054243959
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2020,25896.71698,0.099914106
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2025,28272.495,0.09174051
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2030,30812.29298,0.089832821
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2035,33538.98975,0.088493796
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2040,36434.2417,0.08632496
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2045,39377.17736,0.080773896
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2050,42374.1391,0.076109105
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2055,45513.86549,0.074095343
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2060,48932.84808,0.075119583
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2065,52692.37467,0.076830325
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2070,56678.57259,0.075650375
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2075,60775.03999,0.072275416
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2080,65000.54728,0.069527018
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2085,69362.95684,0.067113428
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2090,73908.54594,0.065533381
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2095,78698.21005,0.064805281
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Rest of Europe,2100,83776.99151,0.064534904
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2010,10896.39567,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2015,12090.62865,0.1095989
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2020,14433.55372,0.193780252
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2025,17032.86132,0.180087846
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2030,19724.4284,0.158022016
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2035,22291.46229,0.130144906
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2040,24873.8581,0.115846856
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2045,27447.48881,0.103467291
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2050,30179.33058,0.099529752
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2055,33029.34025,0.094435815
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2060,36436.68148,0.103161044
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2065,40156.53579,0.102090919
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2070,44147.53225,0.099385975
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2075,48275.27764,0.093498893
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2080,52590.32815,0.089384271
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2085,57082.55007,0.085419165
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2090,61746.56493,0.081706491
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2095,66582.38123,0.078317171
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Romania,2100,71585.75219,0.07514557
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2010,14095.85814,0
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2015,17171.50142,0.218194823
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2020,20652.07259,0.202694632
SSP2,OECD Env-Growth,GDPP,billion US$2005/yr,Europe,Russian Federation,2025,24464.96773,0.184625302
